,# assembly_accession,taxid,species_taxid,organism_name,infraspecific_name,assembly_level,genome_rep,ftp_path,sp,testID
176800,GCF_015471985.1,1768,1768,Mycobacterium kansasii,strain=MKAN13-GN,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/471/985/GCF_015471985.1_ASM1547198v1,Mycobacterium_kansasii,ntm1358
176937,GCF_015499585.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=13116-16,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/585/GCF_015499585.1_ASM1549958v1,Mycobacteroides_bolletii,ntm1359
176938,GCF_015499615.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=7742-15,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/615/GCF_015499615.1_ASM1549961v1,Mycobacteroides_bolletii,ntm1360
176939,GCF_015499625.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=713-16,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/625/GCF_015499625.1_ASM1549962v1,Mycobacteroides_bolletii,ntm1361
176940,GCF_015499655.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=16155-15,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/655/GCF_015499655.1_ASM1549965v1,Mycobacteroides_massiliense,ntm1362
176941,GCF_015499665.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=11702-16,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/665/GCF_015499665.1_ASM1549966v1,Mycobacteroides_bolletii,ntm1363
176942,GCF_015499695.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=10003-15,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/695/GCF_015499695.1_ASM1549969v1,Mycobacteroides_massiliense,ntm1364
176943,GCF_015499715.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=14479-15,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/715/GCF_015499715.1_ASM1549971v1,Mycobacteroides_massiliense,ntm1365
176944,GCF_015499735.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=10896-16,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/735/GCF_015499735.1_ASM1549973v1,Mycobacteroides_massiliense,ntm1366
176945,GCF_015499745.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=2572-17,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/745/GCF_015499745.1_ASM1549974v1,Mycobacteroides_abscessus,ntm1367
176946,GCF_015499765.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=2677-16,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/765/GCF_015499765.1_ASM1549976v1,Mycobacteroides_abscessus,ntm1368
176947,GCF_015499795.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=12389-15,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/795/GCF_015499795.1_ASM1549979v1,Mycobacteroides_abscessus,ntm1369
176948,GCF_015499805.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=3563-15,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/805/GCF_015499805.1_ASM1549980v1,Mycobacteroides_abscessus,ntm1370
176949,GCF_015499835.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=8844-15,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/835/GCF_015499835.1_ASM1549983v1,Mycobacteroides_abscessus,ntm1371
176950,GCF_015499845.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=4549-15,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/845/GCF_015499845.1_ASM1549984v1,Mycobacteroides_abscessus,ntm1372
176951,GCF_015499865.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=11351-15,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/499/865/GCF_015499865.1_ASM1549986v1,Mycobacteroides_abscessus,ntm1373
178548,GCF_015689175.1,120959,120959,Mycobacterium kubicae,strain=JCM 13573,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/689/175/GCF_015689175.1_ASM1568917v1,Mycobacterium_kubicae,ntm1374
178766,GCF_015700725.1,1774,1774,Mycobacteroides chelonae,strain=Myco7,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/700/725/GCF_015700725.1_ASM1570072v1,Mycobacteroides_chelonae,ntm1375
178768,GCF_015700775.1,1774,1774,Mycobacteroides chelonae,strain=Myco6,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/700/775/GCF_015700775.1_Myco6,Mycobacteroides_chelonae,ntm1376
178769,GCF_015700795.1,1774,1774,Mycobacteroides chelonae,strain=Myco5,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/700/795/GCF_015700795.1_ASM1570079v1,Mycobacteroides_chelonae,ntm1377
178770,GCF_015700815.1,1774,1774,Mycobacteroides chelonae,strain=Myco4,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/700/815/GCF_015700815.1_ASM1570081v1,Mycobacteroides_chelonae,ntm1378
178771,GCF_015700835.1,1774,1774,Mycobacteroides chelonae,strain=Myco2b,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/700/835/GCF_015700835.1_ASM1570083v1,Mycobacteroides_chelonae,ntm1379
178772,GCF_015700855.1,1774,1774,Mycobacteroides chelonae,strain=Myco2a,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/700/855/GCF_015700855.1_ASM1570085v1,Mycobacteroides_chelonae,ntm1380
178946,GCF_015708165.1,1764,1764,Mycobacterium avium,strain=CECT 7407,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/708/165/GCF_015708165.1_ASM1570816v1,Mycobacterium_avium,ntm1381
178968,GCF_015710575.1,2736649,2736649,Mycolicibacterium mengxianglii,strain=Z-34,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/710/575/GCF_015710575.1_ASM1571057v2,Mycolicibacterium_mengxianglii,ntm1382
179715,GCF_015910495.1,2761578,2761578,Mycolicibacterium baixiangningiae,strain=S18,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/910/495/GCF_015910495.1_ASM1591049v1,Mycolicibacterium_baixiangningiae,ntm1383
179718,GCF_015910525.1,2736649,2736649,Mycolicibacterium mengxianglii,strain=S20,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/910/525/GCF_015910525.1_ASM1591052v1,Mycolicibacterium_mengxianglii,ntm1384
180788,GCF_016185375.1,244292,244292,Mycobacterium nebraskense,,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/185/375/GCF_016185375.1_ASM1618537v1,Mycobacterium_nebraskense,ntm1385
180925,GCF_016313185.1,2761578,2761578,Mycolicibacterium baixiangningiae,strain=LJ126,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/313/185/GCF_016313185.1_ASM1631318v1,Mycolicibacterium_baixiangningiae,ntm1386
181399,GCF_016446355.1,1774,1774,Mycobacteroides chelonae,strain=Myco3b,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/446/355/GCF_016446355.1_ASM1644635v1,Mycobacteroides_chelonae,ntm1387
181400,GCF_016446375.1,1774,1774,Mycobacteroides chelonae,strain=Myco1,Chromosome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/446/375/GCF_016446375.1_ASM1644637v1,Mycobacteroides_chelonae,ntm1388
182381,GCF_016587555.1,1767,1767,Mycobacterium intracellulare,strain=M004,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/587/555/GCF_016587555.1_ASM1658755v1,Mycobacterium_intracellulare,ntm1389
182382,GCF_016587575.1,1767,1767,Mycobacterium intracellulare,strain=M010,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/587/575/GCF_016587575.1_ASM1658757v1,Mycobacterium_intracellulare,ntm1390
182383,GCF_016587595.1,1138383,1138383,Mycobacterium paraintracellulare,strain=M012,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/587/595/GCF_016587595.1_ASM1658759v1,Mycobacterium_paraintracellulare,ntm1391
182384,GCF_016587615.1,1767,1767,Mycobacterium intracellulare,strain=M013,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/587/615/GCF_016587615.1_ASM1658761v1,Mycobacterium_intracellulare,ntm1392
182385,GCF_016587635.1,1767,1767,Mycobacterium intracellulare,strain=M014,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/587/635/GCF_016587635.1_ASM1658763v1,Mycobacterium_intracellulare,ntm1393
182386,GCF_016587655.1,1138383,1138383,Mycobacterium paraintracellulare,strain=M017,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/587/655/GCF_016587655.1_ASM1658765v1,Mycobacterium_paraintracellulare,ntm1394
182387,GCF_016587675.1,1767,1767,Mycobacterium intracellulare,strain=M022,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/587/675/GCF_016587675.1_ASM1658767v1,Mycobacterium_intracellulare,ntm1395
182388,GCF_016587695.1,1767,1767,Mycobacterium intracellulare,strain=M024,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/587/695/GCF_016587695.1_ASM1658769v1,Mycobacterium_intracellulare,ntm1396
182389,GCF_016587715.1,1138383,1138383,Mycobacterium paraintracellulare,strain=M027,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/587/715/GCF_016587715.1_ASM1658771v1,Mycobacterium_paraintracellulare,ntm1397
182390,GCF_016587735.1,1767,1767,Mycobacterium intracellulare,strain=M028,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/587/735/GCF_016587735.1_ASM1658773v1,Mycobacterium_intracellulare,ntm1398
182391,GCF_016587755.1,1138383,1138383,Mycobacterium paraintracellulare,strain=M029,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/587/755/GCF_016587755.1_ASM1658775v1,Mycobacterium_paraintracellulare,ntm1399
182399,GCF_016592155.1,110505,110505,Mycobacterium heckeshornense,strain=JCM 15655,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/592/155/GCF_016592155.1_ASM1659215v1,Mycobacterium_heckeshornense,ntm1400
183799,GCF_016745295.1,1781,1781,Mycobacterium marinum,strain=MMA1,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/745/295/GCF_016745295.1_ASM1674529v1,Mycobacterium_marinum,ntm1401
183887,GCF_016755915.1,1214063,1767,Mycobacterium intracellulare M.i.198,strain=M.i.198,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/755/915/GCF_016755915.1_ASM1675591v1,Mycobacterium_intracellulare,ntm1402
183888,GCF_016755935.1,1767,1767,Mycobacterium intracellulare,strain=M.i.27,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/755/935/GCF_016755935.1_ASM1675593v1,Mycobacterium_intracellulare,ntm1403
183889,GCF_016755955.1,1138383,1138383,Mycobacterium paraintracellulare,strain=M021,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/755/955/GCF_016755955.1_ASM1675595v1,Mycobacterium_paraintracellulare,ntm1404
183890,GCF_016755975.1,1138383,1138383,Mycobacterium paraintracellulare,strain=M015,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/755/975/GCF_016755975.1_ASM1675597v1,Mycobacterium_paraintracellulare,ntm1405
183891,GCF_016755995.1,1767,1767,Mycobacterium intracellulare,strain=M016,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/755/995/GCF_016755995.1_ASM1675599v1,Mycobacterium_intracellulare,ntm1406
183892,GCF_016756015.1,1138383,1138383,Mycobacterium paraintracellulare,strain=M019,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/015/GCF_016756015.1_ASM1675601v1,Mycobacterium_paraintracellulare,ntm1407
183893,GCF_016756035.1,1138383,1138383,Mycobacterium paraintracellulare,strain=M001,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/035/GCF_016756035.1_ASM1675603v1,Mycobacterium_paraintracellulare,ntm1408
183894,GCF_016756055.1,1138383,1138383,Mycobacterium paraintracellulare,strain=M011,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/055/GCF_016756055.1_ASM1675605v1,Mycobacterium_paraintracellulare,ntm1409
183895,GCF_016756075.1,1767,1767,Mycobacterium intracellulare,strain=M018,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/075/GCF_016756075.1_ASM1675607v1,Mycobacterium_intracellulare,ntm1410
183896,GCF_016756095.1,1767,1767,Mycobacterium intracellulare,strain=M002,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/095/GCF_016756095.1_ASM1675609v1,Mycobacterium_intracellulare,ntm1411
183897,GCF_016756115.1,1767,1767,Mycobacterium intracellulare,strain=M008,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/115/GCF_016756115.1_ASM1675611v1,Mycobacterium_intracellulare,ntm1412
183898,GCF_016756135.1,1767,1767,Mycobacterium intracellulare,strain=M006,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/135/GCF_016756135.1_ASM1675613v1,Mycobacterium_intracellulare,ntm1413
183899,GCF_016756155.1,1767,1767,Mycobacterium intracellulare,strain=M023,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/155/GCF_016756155.1_ASM1675615v1,Mycobacterium_intracellulare,ntm1414
183900,GCF_016756175.1,1767,1767,Mycobacterium intracellulare,strain=M025,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/175/GCF_016756175.1_ASM1675617v1,Mycobacterium_intracellulare,ntm1415
183901,GCF_016756195.1,1767,1767,Mycobacterium intracellulare,strain=M005,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/195/GCF_016756195.1_ASM1675619v1,Mycobacterium_intracellulare,ntm1416
183902,GCF_016756215.1,1767,1767,Mycobacterium intracellulare,strain=M026,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/215/GCF_016756215.1_ASM1675621v1,Mycobacterium_intracellulare,ntm1417
183903,GCF_016756235.1,1767,1767,Mycobacterium intracellulare,strain=M009,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/235/GCF_016756235.1_ASM1675623v1,Mycobacterium_intracellulare,ntm1418
183904,GCF_016756255.1,1767,1767,Mycobacterium intracellulare,strain=M007,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/255/GCF_016756255.1_ASM1675625v1,Mycobacterium_intracellulare,ntm1419
183905,GCF_016756275.1,1138383,1138383,Mycobacterium paraintracellulare,strain=M020,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/275/GCF_016756275.1_ASM1675627v1,Mycobacterium_paraintracellulare,ntm1420
183906,GCF_016756295.1,1138383,1138383,Mycobacterium paraintracellulare,strain=M003,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/756/295/GCF_016756295.1_ASM1675629v1,Mycobacterium_paraintracellulare,ntm1421
183991,GCF_016758375.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=MAB2,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/758/375/GCF_016758375.1_ASM1675837v1,Mycobacteroides_massiliense,ntm1422
183992,GCF_016758395.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=MAB1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/758/395/GCF_016758395.1_ASM1675839v1,Mycobacteroides_massiliense,ntm1423
183994,GCF_016758425.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=MAB3,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/758/425/GCF_016758425.1_ASM1675842v1,Mycobacteroides_massiliense,ntm1424
183995,GCF_016758435.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=MAB4,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/758/435/GCF_016758435.1_ASM1675843v1,Mycobacteroides_massiliense,ntm1425
184216,GCF_016767715.1,1774,1774,Mycobacteroides chelonae,strain=Myco3a,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/767/715/GCF_016767715.1_ASM1676771v1,Mycobacteroides_chelonae,ntm1426
185409,GCF_016861545.1,110505,110505,Mycobacterium heckeshornense,strain=JMUB5695,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/861/545/GCF_016861545.1_ASM1686154v1,Mycobacterium_heckeshornense,ntm1427
185551,GCF_016864455.1,486698,486698,Mycobacterium riyadhense,strain=NTM,Chromosome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/864/455/GCF_016864455.1_ASM1686445v1,Mycobacterium_riyadhense,ntm1428
186375,GCF_016919325.1,146017,146017,Mycolicibacterium boenickei,strain=PDNC014,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/919/325/GCF_016919325.1_ASM1691932v1,Mycolicibacterium_boenickei,ntm1429
186376,GCF_016919345.1,98668,98668,Mycolicibacterium septicum,strain=PDNC012,Chromosome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/919/345/GCF_016919345.1_ASM1691934v1,Mycolicibacterium_septicum,ntm1430
186387,GCF_016919645.1,39687,39687,Mycolicibacterium austroafricanum,strain=MYC221,Chromosome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/919/645/GCF_016919645.1_ASM1691964v1,Mycolicibacterium_austroafricanum,ntm1431
186726,GCF_017052695.1,98668,98668,Mycolicibacterium septicum,strain=PSBB070,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/052/695/GCF_017052695.1_ASM1705269v1,Mycolicibacterium_septicum,ntm1432
186748,GCF_017086405.1,1778,1778,Mycobacterium gordonae,strain=X7091,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/086/405/GCF_017086405.1_ASM1708640v1,Mycobacterium_gordonae,ntm1433
187521,GCF_017174855.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD15,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/174/855/GCF_017174855.1_ASM1717485v1,Mycobacteroides_abscessus,ntm1434
187522,GCF_017174865.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=GD16,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/174/865/GCF_017174865.1_ASM1717486v1,Mycobacteroides_massiliense,ntm1435
187523,GCF_017174895.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD18,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/174/895/GCF_017174895.1_ASM1717489v1,Mycobacteroides_abscessus,ntm1436
187524,GCF_017174915.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD36,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/174/915/GCF_017174915.1_ASM1717491v1,Mycobacteroides_abscessus,ntm1437
187525,GCF_017174925.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD39,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/174/925/GCF_017174925.1_ASM1717492v1,Mycobacteroides_abscessus,ntm1438
187526,GCF_017174955.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD13,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/174/955/GCF_017174955.1_ASM1717495v1,Mycobacteroides_abscessus,ntm1439
187527,GCF_017174975.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD14,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/174/975/GCF_017174975.1_ASM1717497v1,Mycobacteroides_abscessus,ntm1440
187528,GCF_017174995.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD12,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/174/995/GCF_017174995.1_ASM1717499v1,Mycobacteroides_abscessus,ntm1441
187529,GCF_017175035.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD09,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/035/GCF_017175035.1_ASM1717503v1,Mycobacteroides_abscessus,ntm1442
187530,GCF_017175055.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=GD04,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/055/GCF_017175055.1_ASM1717505v1,Mycobacteroides_massiliense,ntm1443
187531,GCF_017175065.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=GD03,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/065/GCF_017175065.1_ASM1717506v1,Mycobacteroides_massiliense,ntm1444
187532,GCF_017175095.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=GD79,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/095/GCF_017175095.1_ASM1717509v1,Mycobacteroides_massiliense,ntm1445
187533,GCF_017175115.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD52,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/115/GCF_017175115.1_ASM1717511v1,Mycobacteroides_abscessus,ntm1446
187534,GCF_017175135.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD45,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/135/GCF_017175135.1_ASM1717513v1,Mycobacteroides_abscessus,ntm1447
187535,GCF_017175145.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD35,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/145/GCF_017175145.1_ASM1717514v1,Mycobacteroides_abscessus,ntm1448
187536,GCF_017175175.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=GD37,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/175/GCF_017175175.1_ASM1717517v1,Mycobacteroides_bolletii,ntm1449
187537,GCF_017175195.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=GD02,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/195/GCF_017175195.1_ASM1717519v1,Mycobacteroides_massiliense,ntm1450
187538,GCF_017175215.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD40,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/215/GCF_017175215.1_ASM1717521v1,Mycobacteroides_abscessus,ntm1451
187539,GCF_017175695.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=GD111,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/695/GCF_017175695.1_ASM1717569v1,Mycobacteroides_massiliense,ntm1452
187540,GCF_017175715.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD108,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/715/GCF_017175715.1_ASM1717571v1,Mycobacteroides_abscessus,ntm1453
187541,GCF_017175725.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD97,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/725/GCF_017175725.1_ASM1717572v1,Mycobacteroides_abscessus,ntm1454
187542,GCF_017175735.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=GD102,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/735/GCF_017175735.1_ASM1717573v1,Mycobacteroides_abscessus,ntm1455
187543,GCF_017175775.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=GD104,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/175/775/GCF_017175775.1_ASM1717577v1,Mycobacteroides_massiliense,ntm1456
